Key,Version,Timeline (Days after Entering Journey),Email Name,Preheader,Email Body Text,Links Clicked (Date range 7/21/2024-12/31/2024),Total Clicks,Unique Clicks,Net CTR,Version.1,Links Clicked (Date range 1/1/23-7/21/24),Total Clicks.1,Unique Clicks.1,Net CTR.1,Version.2,Links Clicked (Date range 1/1/23-7/21/24).1,Total Clicks.2,Unique Clicks.2,Net CTR.2,Version.3,Links Clicked (Date range 1/1/23-10/12/23),Total Clicks.3,Unique Clicks.3,Net CTR.3
10,9,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",,,,,,Schedule a Virtual Meeting with me!,1,1,0.0011,,,,,,,SCHEDULE A VISIT,6,3,0.0017
10,9,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",,,,,,,,,,,,,,,,facebook follow,2,2,0.0011
10,9,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",,,,,,,,,,,,,,,,https://pittforms.tfaforms.net/424165,1,1,0.0006
19,9,15,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",https://www.sci.pitt.edu/administration,8,1,0.018,6,https://www.sci.pitt.edu/admissions/take-next-step,27,22,0.0174,5,https://pittforms.tfaforms.net/424165,22,14,0.0345,4,graduate degree programs,35,30,0.0184
19,9,15,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",https://www.sci.pitt.edu/,2,1,0.018,,graduate degree programs,23,18,0.0142,,graduate degree programs,22,12,0.0296,,APPLY NOW,26,24,0.0147
19,9,15,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",https://pittforms.tfaforms.net/424165,1,1,0.018,,https://www.sci.pitt.edu/,17,14,0.011,,https://www.sci.pitt.edu/admissions/take-next-step,17,11,0.0271,,https://www.sci.pitt.edu/,23,20,0.0123
19,9,15,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",https://www.sci.pitt.edu/admissions/take-next-step,4,1,0.018,,https://pittforms.tfaforms.net/424165,14,12,0.0095,,https://www.sci.pitt.edu/,11,6,0.0148,,https://www.sci.pitt.edu/admissions/take-next-step,23,11,0.0067
19,9,15,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",graduate degree programs,1,1,0.018,,https://www.sci.pitt.edu/academics,6,5,0.0039,,Unsubscribe,5,4,0.0099,,https://pittforms.tfaforms.net/424165,7,6,0.0037
19,9,15,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",,,,,,https://vimeo.com/532406348,5,4,0.0032,,https://www.sci.pitt.edu/academics,5,3,0.0074,,Unsubscribe,5,4,0.0025
19,9,15,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",,,,,,Unsubscribe,2,2,0.0016,,Watch the video,3,2,0.0049,,INTERACT WITH SCI,3,3,0.0018
19,9,15,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",,,,,,Watch the video,2,1,0.0008,,Manage Preferences,1,1,0.0025,,https://www.sci.pitt.edu/academics,3,2,0.0012
19,9,15,Welcome from Adam Lee,From the Executive Associate Dean for the School of Computing and Information ,"Dear FIRST NAME,  

As the Executive Associate Dean at the School of Computing and Information (SCI), I want to personally thank you for your interest in our graduate programs. We provide students with a holistic understanding of computing and information so they can be the leaders of tomorrow. Now is an opportune time to determine if an advanced degree in the computing and information fields will help you meet your educational, personal, and professional goals. 

At SCI, you will work with and learn from our faculty experts to harness the power of computing and information and create the future of healthcare, government, corporations, education, and cities. You’ll also connect with faculty on their cutting-edge research, funded by organizations such as the National Science Foundation, the National Institutes of Health, the US Army, the US Department of Defense, the Institute of Museum and Library Services, and more. 

Our school offers a variety of experiential learning opportunities that allow you to apply your classroom knowledge, build a professional network, and craft a portfolio of work that is sure to impress future employers. 

Learn more about our graduate programs, research opportunities, and the community of our school by visiting sci.pitt.edu, or contact our admissions staff at sciadmit@pitt.edu | 412-383-4396. 

Sincerely,  Dr. Chrysanthis Signature",,,,,,,,,,,,,,,,LEARN MORE,1,1,0.0006
21,9,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",this resource,1,1,0.02,6,found in this table,10,9,0.0142,5,found in this table,12,9,0.0249,,,,,
21,9,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",Unsubscribe,1,1,0.02,,here,10,9,0.0142,,https://www.sci.pitt.edu/admissions/take-next-step,5,3,0.0083,,,,,
21,9,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",,,,,,https://www.sci.pitt.edu/admissions/take-next-step,12,8,0.0126,,here,3,3,0.0083,,,,,
21,9,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",,,,,,Unsubscribe,8,7,0.0111,,https://pittforms.tfaforms.net/424165,2,2,0.0055,,,,,
21,9,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",,,,,,https://pittforms.tfaforms.net/424165,1,1,0.0016,,Unsubscribe,2,2,0.0055,,,,,
47,9,15,Start your application - email 1,Take a few minutes and start your application to SCI,"With computing and information at the forefront of societies and job markets, the time is right to act on your interest in the ACADEMIC PROGRAM program. Just think – to gain a deeper understanding and use that understanding to impact change to the world, it all starts here! 

Creating an application is easy, and once it’s made you can save it and work on it later.  Give it a try! 

APPLY NOW BUTTON 

Want some more information first? Click here to register for an information session, or email to ask! 

Jane’s Signature ",,,,,6,https://www.sci.pitt.edu/academics,1,1,0.0016,,https://www.sci.pitt.edu/sites/default/files/PDFs/toefl_scores_grid_121420_1.pdf,1,1,0.0028,,,,,
20,9,15,Start your application - email 2, A note about the application from SCI’s Graduate Admissions Manager ,"Hi FIRST NAME,  

We get it - choosing to apply for a graduate program can be pretty intimidating. We're here to help! 

Application requirements vary by program, so use this resource to be sure you have what you need. If you have: 

    A strong undergraduate GPA 

    Recommenders to write letters 

    A sense of purpose 

    A resume 

    Transcripts from your higher degree(s) 

    An acceptable TOEFL, IELTS, or Duolingo score 

    And the application fee of $85 

You’re probably ready to apply.  Isn’t it nice that the School of Computing and Information doesn’t require a GRE score for any of its programs? 

If you’re stuck, send us an email! We’ll be happy to help you get started. 

Jane’s Signature",https://gradcas.liaisoncas.org/apply/,7,3,0.057,,,,,,,,,,,,,,,
48,9,15,Start your application - email 2,A note about the application from SCI’s Graduate Admissions Manager,"Hi FIRST NAME,  

We get it - choosing to apply for a graduate program can be pretty intimidating. We're here to help! 

Application requirements vary by program, so use this resource to be sure you have what you need. If you have: 

    A strong undergraduate GPA 

    Recommenders to write letters 

    A sense of purpose 

    A resume 

    Transcripts from your higher degree(s) 

    An acceptable TOEFL, IELTS, or Duolingo score 

    And the application fee of $85 

You’re probably ready to apply.  Isn’t it nice that the School of Computing and Information doesn’t require a GRE score for any of its programs? 

If you’re stuck, send us an email! We’ll be happy to help you get started. 

Jane’s Signature",Click here,1,1,0.019,,,,,,,,,,,,,,,
48,9,15,Start your application - email 2,A note about the application from SCI’s Graduate Admissions Manager,"Hi FIRST NAME,  

We get it - choosing to apply for a graduate program can be pretty intimidating. We're here to help! 

Application requirements vary by program, so use this resource to be sure you have what you need. If you have: 

    A strong undergraduate GPA 

    Recommenders to write letters 

    A sense of purpose 

    A resume 

    Transcripts from your higher degree(s) 

    An acceptable TOEFL, IELTS, or Duolingo score 

    And the application fee of $85 

You’re probably ready to apply.  Isn’t it nice that the School of Computing and Information doesn’t require a GRE score for any of its programs? 

If you’re stuck, send us an email! We’ll be happy to help you get started. 

Jane’s Signature",Unsubscribe,1,1,0.019,,,,,,,,,,,,,,,
22,9,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",https://pittforms.tfaforms.net/424165,3,2,0.05,6,https://calendar.pitt.edu/school_of_computing_and_information?j=%%jobid%%&sfmc_sub=%%SubscriberID%%&l=%%List_%%&u=%%JobURLID%%&mid=%%MemberID%%&jb=%%_JobSubscriberBatchID%%,11,9,0.0197,,,,,,,,,,
22,9,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",https://www.sci.pitt.edu/news,4,1,0.025,6,APPLY NOW,8,5,0.0109,,,,,,,,,,
22,9,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",events,1,1,0.025,6,Unsubscribe,7,3,0.0066,,,,,,,,,,
22,9,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",,,,,6,ATTEND EVENT,2,2,0.0044,,,,,,,,,,
22,9,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",,,,,6,University events calendar,2,2,0.0044,,,,,,,,,,
22,9,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",,,,,6,featured events,1,1,0.0022,,,,,,,,,,
22,9,15,SCI news and events,You can make the best community even better,"Graduate studies can be life changing, but why? It’s not just the credential you can earn from a highly ranked and reputable university like Pitt (though that helps!) 

What really changes things are the opportunities outside of the classroom. See for yourself - the news and events that SCI plans mean you can network in your field, learn about novel subjects and current events from impressive speakers, and stay informed. The University of Pittsburgh offers more events you can take advantage of to grow and make a real difference.  

Your time at Pitt can be full of fellowship, vision, and impact. Start your application now! 

APPLY NOW BUTTON. 

Jane’s Signature ",,,,,6,news in our School,1,1,0.0022,,,,,,,,,,
24,9,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",https://careercentral.pitt.edu/resources/handshake/,3,1,0.026,6,https://pittforms.tfaforms.net/424165,2,2,0.0071,5,https://cec.pitt.edu/programs/iserve/,2,2,0.0056,4,Unsubscribe,19,16,0.0096
24,9,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",,,,,6,https://www.sci.pitt.edu/admissions/take-next-step,4,2,0.0071,,Unsubscribe,2,2,0.0056,,facebook follow,11,10,0.006
24,9,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",,,,,6,Unsubscribe,2,2,0.0071,,,,,,,twitter follow,8,8,0.0048
24,9,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",,,,,6,https://cec.pitt.edu/programs/iserve/,1,1,0.0035,,,,,,,APPLY NOW,8,7,0.0042
24,9,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",,,,,6,,,,,,,,,,,https://cec.pitt.edu/programs/iserve/,7,6,0.0036
24,9,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",,,,,6,,,,,,,,,,,https://www.sci.pitt.edu/admissions/take-next-step,5,4,0.0024
24,9,15,Career Resources - email 1,Use Career Development at SCI to be sure,"We agree – a graduate program is only worthwhile if it leads to something better. That’s why we prioritize connecting our students to the professional world: 

     Networking 

    Job and Internship fairs with up to 60 participating employers 

    Career fairs, Professional Development events, and networking events  

    Research fairs, Volunteer fairs, and Community Engagement fairs 

    Job Searching 

    Handshake - a Pitt-only job board – features more than 90% of Fortune 500 companies 

    SCI career resources include an internal job board and industry connections 

    Workshopping 

    Hackathons (like She Innovates or SteelHacks) inspire creativity 

    Competitions (like Big Idea Blitz) foster entrepreneurial spirits 

    Resume workshops with employers  

    Research symposia feature the latest innovations 

    Experiencing 

    Find internships in web design, app development, and more 

    A Co-op program with industry employers 

    A field experience to complete a real-world project 

    iServe volunteering  

    Alternative Spring Break 

Want to learn more? Email the SCI Student Services team! 

Emily’s Signature 

APPLY NOW BUTTON.",,,,,6,,,,,,,,,,,https://pittforms.tfaforms.net/424165,2,2,0.0012
